2021-08-19T15:57:37.976Z	D|   	[demo]	Hello World
2021-08-19T15:57:37.977Z	I|*  	[demo]	Info
2021-08-19T15:57:37.977Z	W|** 	[demo]	Warning
2021-08-19T15:57:37.977Z	E|***	[demo]	Error
2021-08-19T15:57:37.978Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T15:58:07.542Z	D|   	[demo]	Hello World
2021-08-19T15:58:07.542Z	I|*  	[demo]	Info
2021-08-19T15:58:07.543Z	W|** 	[demo]	Warning
2021-08-19T15:58:07.543Z	E|***	[demo]	Error
2021-08-19T15:58:07.543Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T15:58:56.193Z	D|   	[demo]	Hello World
2021-08-19T15:58:56.195Z	I|*  	[demo]	Info
2021-08-19T15:58:56.195Z	W|** 	[demo]	Warning
2021-08-19T15:58:56.195Z	E|***	[demo]	Error
2021-08-19T15:58:56.196Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T15:59:45.917Z	D|   	[demo]	Hello World
2021-08-19T15:59:45.919Z	I|*  	[demo]	Info
2021-08-19T15:59:45.919Z	W|** 	[demo]	Warning
2021-08-19T15:59:45.919Z	E|***	[demo]	Error
2021-08-19T15:59:45.920Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T15:59:54.435Z	D|   	[demo]	Hello World
2021-08-19T15:59:54.435Z	I|*  	[demo]	Info
2021-08-19T15:59:54.435Z	W|** 	[demo]	Warning
2021-08-19T15:59:54.435Z	E|***	[demo]	Error
2021-08-19T15:59:54.436Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T16:00:18.705Z	D|   	[demo]	Hello World
2021-08-19T16:00:18.706Z	I|*  	[demo]	Info
2021-08-19T16:00:18.706Z	W|** 	[demo]	Warning
2021-08-19T16:00:18.706Z	E|***	[demo]	Error
2021-08-19T16:00:18.707Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T16:03:03.110Z	D|   	[demo]	Hello World
2021-08-19T16:03:03.111Z	I|*  	[demo]	Info
2021-08-19T16:03:03.111Z	W|** 	[demo]	Warning
2021-08-19T16:03:03.111Z	E|***	[demo]	Error
2021-08-19T16:03:03.112Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T16:13:53.196Z	D|   	[demo]	Hello World
2021-08-19T16:13:53.196Z	I|*  	[demo]	Info
2021-08-19T16:13:53.196Z	W|** 	[demo]	Warning
2021-08-19T16:13:53.196Z	E|***	[demo]	Error
2021-08-19T16:13:53.197Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T16:14:04.530Z	D|   	[demo]	Hello World
2021-08-19T16:14:04.531Z	I|*  	[demo]	Info
2021-08-19T16:14:04.531Z	W|** 	[demo]	Warning
2021-08-19T16:14:04.531Z	E|***	[demo]	Error
2021-08-19T16:14:04.532Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T16:27:02.507Z	D|   	[demo]	Hello World
2021-08-19T16:27:02.508Z	I|*  	[demo]	Info
2021-08-19T16:27:02.508Z	W|** 	[demo]	Warning
2021-08-19T16:27:02.508Z	E|***	[demo]	Error
2021-08-19T16:27:02.509Z	I|*  	[demo]	DEMO_SECRET = 987654321
2021-08-19T16:27:37.961Z	D|   	[demo]	Hello World
2021-08-19T16:27:37.962Z	I|*  	[demo]	Info
2021-08-19T16:27:37.962Z	W|** 	[demo]	Warning
2021-08-19T16:27:37.962Z	E|***	[demo]	Error
2021-08-19T16:27:37.964Z	I|*  	[demo]	DEMO_SECRET = 987654321
